Reference,Administrative divisions,Location,Epidemiological unit,Number of outbreaks,Start Date,End Date,State,Report,,State,Count of State
1374/19 R (1000121771),Sarawak,"Taman Stutong 2A, Tabuan Jaya",Village,1,2/10/2019,6/1/2020,Sarawak,,,,
112/19 R (1000121767),Sarawak,Kpg Temlang Ulu Simunjan,Village,1,20/1/2019,20/4/2019,Sarawak,,,,
120/19 R (1000121769),Sarawak,"S/L 200, Taman Samarindah Baru, Lrg 15, Kota Samarahan",Village,1,14/3/2019,14/6/2019,Sarawak,,,,
259/19 R (1000121766),Sarawak,"Kawasan Telok Melano, KM Zero Stall Area, Jln Sematan/Telok Melano, Sematan",Village,1,14/3/2019,14/6/2019,Sarawak,,,,
926/19 R (1000121642),Sarawak,744 Lorng 5 Dayoh Garden,Village,1,15/4/2019,15/7/2019,Sarawak,,,,
1370/19 R (1000121741),Sarawak,"St Francis Church, Kota Samarahan",Village,1,15/9/2019,15/12/2019,Sarawak,,,,
1368/19 R (1000121740),Sarawak,"No 747, Lot 5637 Block 2, Stampin Resetlement Scheme",Village,1,13/9/2019,15/12/2019,Sarawak,,,,
1364/19 R (1000121739),Sarawak,"No 9, Jalan Tun Ahmad Zaidi (Lot 28)",Village,1,11/9/2019,15/12/2019,Sarawak,,,,
1361/19 R (1000121738),Sarawak,"No 157, Lorong 17B-1 Taman Suria 1, Jalan Dato Muhd Musa, Kota Samarahan",Village,1,7/9/2019,15/12/2019,Sarawak,,,,
1296/19 R (1000121736),Sarawak,Kampung Sibuluh,Village,1,26/8/2019,26/11/2019,Sarawak,,,,
1286/19 R (1000121734),Sarawak,"Lorong 14, Suba Bandar",Village,1,21/8/2019,21/11/2019,Sarawak,,,,
1287/19 R (1000121735),Sarawak,"No 65, Batu Lintang",Village,1,13/8/2019,21/11/2019,Sarawak,,,,
1260/19 R (1000121731),Sarawak,Kampung Krokong Puak,Village,1,16/8/2019,21/11/2019,Sarawak,,,,
1248/19 R (1000121727),Sarawak,Kampung Plaman Skiat,Village,1,18/8/2019,21/11/2019,Sarawak,,,,
1250/19 R (1000121729),Sarawak,"SK Empila, Kota Samarahan",Village,1,19/8/2019,21/11/2019,Sarawak,,,,
1347/19 R (1000121737),Sarawak,pg Bobak Sejinjang Singai,Village,1,30/9/2019,30/12/2019,Sarawak,,,,
1284/19 R (1000121733),Sarawak,Pasar Siburan,Village,1,27/9/2019,30/12/2019,Sarawak,,,,
1269/19 R (1000121732),Sarawak,"Rumah kediaman TYT, Demak Jaya, Petra Jaya",Village,1,27/9/2019,30/12/2019,Sarawak,,,,
1259/19 R (1000121730),Sarawak,"Jalan Desa Wira, Batu Kawah",Village,1,27/9/2019,30/12/2019,Sarawak,,,,
1243/19 R (1000121726),Sarawak,Jalan Sanyan,Village,1,27/9/2019,30/12/2019,Sarawak,,,,
1241/19 R (1000121714),Sarawak,Jalan Bukit Aup (Taman Juble) Jalan Quarry,Village,1,27/9/2019,30/12/2019,Sarawak,,,,
1239/19 R (1000121713),Sarawak,Jalan Jerawit,Village,1,27/9/2019,30/12/2019,Sarawak,,,,
1192/19 R (1000121711),Sarawak,"621, Siniawan",Village,1,7/8/2019,7/11/2019,Sarawak,,,,
1115/19 R (1000121707),Sarawak,Kampung Peninjau Baru,Village,1,24/7/2019,24/10/2019,Sarawak,,,,
1106/19 R (1000121705),Sarawak,"Kawasan Taman Budaya, Jalan Taman Budaya",Village,1,23/7/2019,24/10/2019,Sarawak,,,,
1078/19 R (1000121703),Sarawak,Kawasan Kampung Mentu,Village,1,22/7/2019,24/10/2019,Sarawak,,,,
1288/19 R (1000121712),Sarawak,"No 8, Lorong 22A2, Jalan Dato Muhd Musa, Kota Samarahan",Village,1,17/9/2019,20/12/2019,Sarawak,,,,
1168/19 R (1000121709),Sarawak,1168/19 R,Village,1,20/9/2019,20/12/2019,Sarawak,,,,
1184/19 R & 1186/19 R (1000121710),Sarawak,Kampung Sileng Dayak,Village,1,13/9/2019,20/12/2019,Sarawak,,,,
1156/19 R (1000121708),Sarawak,"No 30, Kampung Biawak",Village,1,13/9/2019,20/12/2019,Sarawak,,,,
1107/19 R (1000121706),Sarawak,"Lot 4222, Blok 11 Lorong 1 Tabuan Jaya, Jalan Urat Mata ( Tabuan Rabak)",Village,1,13/9/2019,20/12/2019,Sarawak,,,,
1101/19 R (1000121704),Sarawak,"Lot 124, Lorong 1H, Taman Landeh",Village,1,13/9/2019,20/12/2019,Sarawak,,,,
1056/19 R & 1057/19 R (1000121699),Sarawak,Taman Desa Orkid,Village,1,13/9/2019,20/12/2019,Sarawak,,,,
1055/19 R (1000121655),Sarawak,Uitm Mukah,Village,1,13/9/2019,20/12/2019,Sarawak,,,,
1050/19 R & 1051/19 R (1000121652),Sarawak,"Kawasan Perindustrian Kecil, Jalan Bleteh",Village,1,13/9/2019,20/12/2019,Sarawak,,,,
958/19 R (1000121645),Sarawak,Jin Lee Sea Produce Sdn. Bhd,Village,1,7/7/2019,7/10/2019,Sarawak,,,,
998/19 R (1000121651),Sarawak,Pasar Dalat,Village,1,9/6/2019,9/9/2019,Sarawak,,,,
963/19 R (1000121650),Sarawak,"Lorong 14, Lot 5504, Stutong Baru",Village,1,9/6/2019,9/9/2019,Sarawak,,,,
953/19 R (1000121649),Sarawak,"No 267, Lot 289 Batu 10, Jalan Landeh, Taman Cinle",Village,1,9/6/2019,9/9/2019,Sarawak,,,,
906/19 R (1000121640),Sarawak,"No 43, Batu 7 1/2 , Jalan Penrissen",Village,1,16/5/2019,16/8/2019,Sarawak,,,,
949/19 R (1000121644),Sarawak,Kpg Seroban,Village,1,24/6/2019,29/9/2019,Sarawak,,,,
896/19 R (1000121637),Sarawak,"Lot 1784, Lorong 5, Taman Riverview / Off Jalan Daya Bintawa",Village,1,27/6/2019,29/9/2019,Sarawak,,,,
895/19 R (1000121636),Sarawak,Kpg Jagoi Duyoh,Village,1,29/6/2019,29/9/2019,Sarawak,,,,
894/19 R (1000121635),Sarawak,"NO 117, Bkt Kiat Lian, Jalan Tasik Biru",Village,1,28/6/2019,29/9/2019,Sarawak,,,,
892/19 R (1000121634),Sarawak,"Kasuma Resort, Petrajaya",Village,1,27/6/2019,29/9/2019,Sarawak,,,,
891/19 R (1000121633),Sarawak,"Kampung Siantan, Jalan Tangga By-pass",Village,1,27/6/2019,29/9/2019,Sarawak,,,,
883/19 R (1000121631),Sarawak,"Tanjung Durian, Siniawan",Village,1,26/6/2019,29/9/2019,Sarawak,,,,
884/19 R (1000121632),Sarawak,"Lot 6107, Jalan Stutong Skim Penempatan Baru Stampin",Village,1,26/8/2019,26/11/2019,Sarawak,,,,
882/19 R (1000121630),Sarawak,"Lorong 3A. Grand Park, Riam",Village,1,26/8/2019,26/11/2019,Sarawak,,,,
827/19 R (1000121625),Sarawak,Jalan Mersawa Biawak Industrial Estate,Village,1,17/8/2019,26/11/2019,Sarawak,,,,
824/19 R (1000121624),Sarawak,"Jalan Taman San Chin, Batu Kawa Matang",Village,1,26/8/2019,26/11/2019,Sarawak,,,,
823/19 R (1000121623),Sarawak,"No 21, Kampung Stutong Taman BDC",Village,1,26/8/2019,26/11/2019,Sarawak,,,,
833/19 R (1000121626),Sarawak,"NO 58, Lorong 5, Jalan Landeh",Village,1,18/6/2019,18/9/2019,Sarawak,,,,
939/19 R (1000121643),Sarawak,"No 40, Kim Chi Shin, Batu Kawa",Village,1,12/6/2019,20/9/2019,Sarawak,,,,
854/19 R (1000121628),Sarawak,Kampung Bintawa,Village,1,20/6/2019,20/9/2019,Sarawak,,,,
881/19 R (1000121629),Sarawak,"L/S 130, Kampung Pasir Lutong, Miri",Village,1,19/6/2019,20/9/2019,Sarawak,,,,
808/19 R (1000121615),Sarawak,"Rumah Sambas, Kampung Emperan Buluh",Village,1,13/6/2019,20/9/2019,Sarawak,,,,
759/19 R (1000121613),Sarawak,"NO 38, Lorong Bowood 2A1, Taman Bowood",Village,1,31/5/2019,31/8/2019,Sarawak,,,,
756/19 R (1000121611),Sarawak,"No 5, Halaman Kim san Banfilde",Village,1,18/5/2019,18/8/2019,Sarawak,,,,
768/19 R (1000121614),Sarawak,"NO 588, Jalan Chawan",Village,1,8/6/2019,8/9/2019,Sarawak,,,,
755/19 R (1000121610),Sarawak,"No 84, Lorong 6, jalan Semaba Batus, Jalan Penrissen",Village,1,1/6/2019,8/9/2019,Sarawak,,,,
1192/19 R (1000120680),Sarawak,"621, Siniawan",Village,1,7/8/2019,7/11/2019,Sarawak,,,,
1168/19 R (1000120677),Sarawak,"No 19, Jalan Batu Lintang",Village,1,20/7/2019,24/10/2019,Sarawak,,,,
1115/19 R (1000120675),Sarawak,Kampung Peninjau Baru,Village,1,24/7/2019,24/10/2019,Sarawak,,,,
1106/19 R (1000120673),Sarawak,"Kawasan Taman Budaya, Jalan Taman Budaya",Village,1,23/7/2019,24/10/2019,Sarawak,,,,
1078/19 R (1000120671),Sarawak,Kawasan Kampung Mentu,Village,1,22/7/2019,24/10/2019,Sarawak,,,,
1288/19 R (1000120681),Sarawak,"No 8, Lorong 22A2, Jalan Dato Muhd Musa, Kota Samarahan",Village,1,17/9/2019,17/12/2019,Sarawak,,,,
1184/19 R & 1186/19 R (1000120678),Sarawak,Kampung Sileng Dayak,Village,1,13/9/2019,17/12/2019,Sarawak,,,,
1156/19 R (1000120676),Sarawak,"No 30, Kampung Biawak",Village,1,13/9/2019,17/12/2019,Sarawak,,,,
1107/19 R (1000120674),Sarawak,"Lot 4222, Blok 11 Lorong 1 Tabuan Jaya, Jalan Urat Mata ( Tabuan Rabak)",Village,1,13/9/2019,17/12/2019,Sarawak,,,,
1101/19 R (1000120672),Sarawak,"Lot 124, Lorong 1H, Taman Landeh",Village,1,13/9/2019,17/12/2019,Sarawak,,,,
1056/19 R & 1057/19 R (1000120670),Sarawak,Taman Desa Orkid,Village,1,13/9/2019,17/12/2019,Sarawak,,,,
1055/19 R (1000120668),Sarawak,Uitm Mukah,Village,1,13/9/2019,17/12/2019,Sarawak,,,,
1050/19 R & 1051/19 R (1000120667),Sarawak,"Kawasan Perindustrian Kecil, Jalan Bleteh",Village,1,13/9/2019,17/12/2019,Sarawak,,,,
952/19 R (1000120662),Sarawak,"No 267, Lot 289 Batu 10, Jalan Landeh, Taman Cinle",Village,1,7/3/2019,7/6/2019,Sarawak,,,,
958/19 R (1000120661),Sarawak,in Lee Sea Produce Sdn. Bhd,Village,1,7/7/2019,7/10/2019,Sarawak,,,,
998/19 R (1000120666),Sarawak,Pasar Dalat,Village,1,9/6/2019,12/9/2019,Sarawak,,,,
963/19 R (1000120665),Sarawak,"Lorong 14, Lot 5504, Stutong Baru",Village,1,9/6/2019,12/9/2019,Sarawak,,,,
953/19 R (1000120664),Sarawak,"No 267, Lot 289 Batu 10, Jalan Landeh, Taman Cinle",Village,1,9/6/2019,12/9/2019,Sarawak,,,,
939/19 R (1000120659),Sarawak,"No 40, Kim Chi Shin, Batu Kawa",Village,1,12/6/2019,12/9/2019,Sarawak,,,,
926/19 R (1000120658),Sarawak,744 Lorng 5 Dayoh Garden,Village,1,5/4/2019,5/7/2019,Sarawak,,,,
906/19 R (1000120657),Sarawak,"No 43, Batu 7 1/2 , Jalan Penrissen",Village,1,16/5/2019,16/8/2019,Sarawak,,,,
949/19 R (1000120660),Sarawak,Kpg Seroban,Village,1,24/6/2019,28/9/2019,Sarawak,,,,
896/19 R (1000120656),Sarawak,"Lot 1784, Lorong 5, Taman Riverview / Off Jalan Daya Bintawa",Village,1,27/6/2019,28/9/2019,Sarawak,,,,
895/19 R (1000120655),Sarawak,Kpg Jagoi Duyoh,Village,1,29/6/2019,28/9/2019,Sarawak,,,,
894/19 R (1000120654),Sarawak,"NO 117, Bkt Kiat Lian, Jalan Tasik Biru",Village,1,28/6/2019,28/9/2019,Sarawak,,,,
892/19 R (1000120652),Sarawak,"Kasuma Resort, Petrajaya",Village,1,27/6/2019,28/9/2019,Sarawak,,,,
891/19 R (1000120651),Sarawak,"Kampung Siantan, Jalan Tangga By-pass",Village,1,27/6/2019,28/9/2019,Sarawak,,,,
881/19 R (1000120647),Sarawak,"L/S 130, Kampung Pasir Lutong",Village,1,19/6/2019,20/9/2019,Sarawak,,,,
854/19 R (1000120646),Sarawak,Kampung Bintawa,Village,1,20/6/2019,20/9/2019,Sarawak,,,,
833/19 R (1000120645),Sarawak,"NO 58, Lorong 5, Jalan Landeh",Village,1,18/6/2019,20/9/2019,Sarawak,,,,
827/19 R (1000120644),Sarawak,Jalan Mersawa Biawak Industrial Estate,Village,1,17/8/2019,28/11/2019,Sarawak,,,,
884/19 R (1000120650),Sarawak,"Lot 6107, Jalan Stutong Skim Penempatan Baru Stampin",Village,1,26/8/2019,28/11/2019,Sarawak,,,,
883/19 R (1000120649),Sarawak,"Tanjung Durian, Siniawan",Village,1,26/8/2019,28/11/2019,Sarawak,,,,
882/19 R (1000120648),Sarawak,"Lorong 3A. Grand Park, Riam",Village,1,26/8/2019,28/11/2019,Sarawak,,,,
824/19 R (1000120643),Sarawak,"Jalan Taman San Chin, Batu Kawa Matang",Village,1,28/8/2019,28/11/2019,Sarawak,,,,
823/19 R (1000120642),Sarawak,"No 21, kampung Stutong Taman BDC",Village,1,26/8/2019,28/11/2019,Sarawak,,,,
808/19 R (1000120641),Sarawak,"Rumah Sambas, Kampung Emperan Buluh",Village,1,13/6/2019,13/9/2019,Sarawak,,,,
768/19 R (1000120639),Sarawak,"NO 588, Jalan Chawan, Kuching",Village,1,8/6/2019,13/9/2019,Sarawak,,,,
759/19 R (1000120638),Sarawak,"NO 38, Lorong Bowood 2A1, Taman Bowood",Village,1,31/5/2019,31/8/2019,Sarawak,,,,
756/19 R (1000120637),Sarawak,"No 5, Halaman Kim San Banfilde",Village,1,18/5/2019,18/8/2019,Sarawak,,,,
755/19 R (1000120636),Sarawak,"No 84, Lorong 6, jalan Semaba Batus, Jalan Penrissen",Village,1,1/6/2019,1/9/2019,Sarawak,,,,
742/19 R & 782/19 R (1000120160),Sarawak,Kpg Ranchan Bunuk,Village,1,25/5/2019,25/8/2019,Sarawak,,,,
560/19 R (1000120158),Sarawak,"Lot 6059, Lorong 39, Skim Penempatan Baru Stampin, Jalan Stutong Baru",Village,1,10/4/2019,10/7/2019,Sarawak,,,,
706/19 R (1000120149),Sarawak,"No 73, Siniawan Baru",Village,1,13/5/2019,23/8/2019,Sarawak,,,,
713/19 R (1000120152),Sarawak,"Lorong Urat Mata 4, Tabuan",Village,1,18/5/2019,23/8/2019,Sarawak,,,,
719/19 R (1000120153),Sarawak,"No 33, Kampung Batu Gong, Batu 17",Village,1,21/5/2019,23/8/2019,Sarawak,,,,
743/19 R (1000120154),Sarawak,"NO 439, Bayang Estate Off Lrg Wan Alwi",Village,1,23/5/2019,23/8/2019,Sarawak,,,,
792/19 R (1000120157),Sarawak,"No 49, Lorong 22C 1A, Jalan Stampin Bara",Village,1,3/7/2019,3/10/2019,Sarawak,,,,
750/19 R (1000120156),Sarawak,"Lot 283, Blok 3, Jalan Muhibbah",Village,1,3/7/2019,3/10/2019,Sarawak,,,,
745/19 R (1000120155),Sarawak,"Kpg Sumpas, Balai Ringin",Village,1,3/7/2019,3/10/2019,Sarawak,,,,
712/19 R (1000120151),Sarawak,"No 5, Halaman Kim San Bampflyde",Village,1,2/7/2019,3/10/2019,Sarawak,,,,
707/19 R (1000120150),Sarawak,"NO 30, JALAN ING AI",Village,1,2/7/2019,3/10/2019,Sarawak,,,,
693/19 R (1000120148),Sarawak,Kampung Lobang Batu,Village,1,1/7/2019,3/10/2019,Sarawak,,,,
690/19 R (1000120146),Sarawak,Icom Square Pending,Village,1,1/7/2019,3/10/2019,Sarawak,,,,
689/19 R (1000120145),Sarawak,Icom Square Pending,Village,1,27/5/2019,27/8/2019,Sarawak,,,,
683/19 R (1000120144),Sarawak,Kampung Bobak,Village,1,8/5/2019,9/8/2019,Sarawak,,,,
682/19 R (1000120143),Sarawak,Taman Tranquility,Village,1,9/5/2019,9/8/2019,Sarawak,,,,
680/19 R (1000120142),Sarawak,"1682, Jalan Seringgok",Village,1,8/5/2019,9/8/2019,Sarawak,,,,
675/19 R (1000120141),Sarawak,"Lot 603, Lorong 5, Kampung Muhhibah, Bt 37",Village,1,7/5/2019,9/8/2019,Sarawak,,,,
620/19 R (1000120139),Sarawak,"SL 1012, Jln Dato Mohd Musa, Taman Samarindah ( Lorong 4A1)",Village,1,15/6/2019,15/9/2019,Sarawak,,,,
629/19 R (1000120140),Sarawak,Kampung Tanjung Durian. Lorong 5,Village,1,26/4/2019,26/7/2019,Sarawak,,,,
526/19 R (1000120126),Sarawak,Kpg Stass,Village,1,27/3/2019,27/6/2019,Sarawak,,,,
507/19 R (1000120125),Sarawak,"No 7, Kpg Jernang, Kota Samarahan",Village,1,27/3/2019,27/6/2019,Sarawak,,,,
603/19 R (1000120138),Sarawak,"Kpg Jugan , Lorong 12",Village,1,17/4/2019,17/7/2019,Sarawak,,,,
594/19 R (1000120137),Sarawak,"Lot 320, Lorong 10 Jalan Semeba",Village,1,16/4/2019,17/7/2019,Sarawak,,,,
592/19 R (1000120136),Sarawak,Kampung Serikin,Village,1,16/4/2019,17/7/2019,Sarawak,,,,
591/19 R (1000120135),Sarawak,Kampung Lobang Batu,Village,1,16/4/2019,17/7/2019,Sarawak,,,,
585/19 R (1000120134),Sarawak,"Kpg Mambong Bt 13, Jln Penrissen",Village,1,14/4/2019,17/7/2019,Sarawak,,,,
582/19 R (1000120133),Sarawak,"Kampung Bratan, Lorong 3, Jalan Puncak Borneo",Village,1,13/4/2019,17/7/2019,Sarawak,,,,
565/19 R (1000120132),Sarawak,"Red Leaf Enterprise Company, Jalan Batu Kawa",Village,1,10/4/2019,17/7/2019,Sarawak,,,,
564/19 R (1000120131),Sarawak,"/L 180, Lorong 1M, Taman Indah Landeh",Village,1,10/4/2019,17/7/2019,Sarawak,,,,
563/19 R (1000120130),Sarawak,Jalan Semariang ( dekat Green Height Nussery),Village,1,6/4/2019,8/7/2019,Sarawak,,,,
536/19 R (1000120129),Sarawak,"No 1555, Siniawan Villa 3",Village,1,6/4/2019,8/7/2019,Sarawak,,,,
531/19 R (1000120127),Sarawak,"No 18, Jalan Sejijak, Batu Kawa",Village,1,8/4/2019,8/7/2019,Sarawak,,,,
503/19 R (1000120124),Sarawak,"No 86, Kpg Sagah, Jalan Matang",Village,1,2/4/2019,8/7/2019,Sarawak,,,,
487/19 R (1000120123),Sarawak,"No 3A, Kampung Paya Mebi, Jalan Landeh",Village,1,2/4/2019,8/7/2019,Sarawak,,,,
481/19 R (1000114961),Sarawak,"Lot 1555, Kpg Kuap Batu 10, Jalan Kuap",Village,1,1/4/2019,8/7/2019,Sarawak,,,,
475/19 R (1000114959),Sarawak,"Kawasan 337, Lrg 1B Siol Kandis, Petra Jaya",Village,1,26/4/2019,26/7/2019,Sarawak,,,,
474/19 R (1000114958),Sarawak,"Lrg 6, 891, jalan Jugan, Siniawan",Village,1,26/4/2019,26/7/2019,Sarawak,,,,
425/19 R (1000114953),Sarawak,"No. 116, Lrg 8A1, Midway Cresent, Kota Samarahan",Village,1,23/3/2019,23/6/2019,Sarawak,,,,
419/19 R (1000114952),Sarawak,"No 128, Taman Sarmax, Batu 6, Jln Penrissen",Village,1,23/2/2019,23/5/2019,Sarawak,,,,
476/19 R (1000114960),Sarawak,"Lrg 14A, Taman Stutong Jaya",Village,1,29/3/2019,29/6/2019,Sarawak,,,,
467/19 R (1000114957),Sarawak,"Lot 562, No 130, Lrg 12, Jln Kpg Semaba",Village,1,28/3/2019,29/6/2019,Sarawak,,,,
456/19 R (1000114956),Sarawak,"Kawasan 341A, Lrg 3, Jln Landeh, Batu 10",Village,1,27/3/2019,29/6/2019,Sarawak,,,,
449/19 R (1000114955),Sarawak,"NO 233, Batu 8, Jln Batu Kitang",Village,1,26/3/2019,29/6/2019,Sarawak,,,,
426/19 R (1000114954),Sarawak,"N0.60A Kpg Merdang Gayam, Lrg 6, Kota Samarahan",Village,1,25/3/2019,29/6/2019,Sarawak,,,,
405/19 R (1000114951),Sarawak,"No 366, Kpg Bobak Singai",Village,1,20/3/2019,29/6/2019,Sarawak,,,,
274/19 R (1000114949),Sarawak,"No. 18, Lrg A7, Taman Satria Jaya BDC",Village,1,26/4/2019,26/7/2019,Sarawak,,,,
387/19 R (1000114950),Sarawak,"Lot 2730, Lrg 6, Penempatan Stapok",Village,1,13/3/2019,17/6/2019,Sarawak,,,,
400/19 R (1000113691),Sarawak,"504, Jln Peninjau Baru, Siniawan",Village,1,2/4/2019,2/7/2019,Sarawak,,,,
399/19 R (1000113690),Sarawak,"Blk 17, Taman Sri Muhibah, Batu 13",Village,1,17/3/2019,17/6/2019,Sarawak,,,,
394/19 R (1000113689),Sarawak,"Kawasan Lrg 6, Kpg Betong Jln Landeh",Village,1,14/3/2019,17/6/2019,Sarawak,,,,
323/19 R (1000113688),Sarawak,"Taman Duranda, Lrg 8D",Village,1,1/3/2019,5/6/2019,Sarawak,,,,
328/19 R (1000113202),Sarawak,Kawasan Hui Sing Commercial Centre,Village,1,5/3/2019,5/6/2019,Sarawak,,,,
322/19 R (1000113201),Sarawak,"Kawasan Kpg Tambirat Lot, Lrg 2",Village,1,4/3/2019,5/6/2019,Sarawak,,,,
321/19 R (1000113200),Sarawak,Kawasan Sg Apong,Village,1,4/3/2019,5/6/2019,Sarawak,,,,
295/19 R (1000113199),Sarawak,"No.24 Lrg Melaban 9, Taman Melaban",Village,1,2/3/2019,5/6/2019,Sarawak,,,,
290/19 R (1000113198),Sarawak,"Kawasan Lot 137,Blk 46, Batu 8 1/2 , Batu Kitang",Village,1,28/2/2019,28/5/2019,Sarawak,,,,
265/19 R (1000113197),Sarawak,"No.96, Taman Intesar, Lrg Rock 2J , Jln Rock",Village,1,25/2/2019,28/5/2019,Sarawak,,,,
261/19 R (1000113196),Sarawak,"Kawasan Car Wash Merdang Gayam,Kota Samarahan",Village,1,25/2/2019,28/5/2019,Sarawak,,,,
257/19 R (1000113195),Sarawak,Kawasan SJH Lightweight Concrete Sdn Bhd,Village,1,21/2/2019,28/5/2019,Sarawak,,,,
207/19 R (1000113194),Sarawak,"Kawasan Lot 1275, Blk 6, Matang Land, Petra Jaya",Village,1,11/2/2019,13/5/2019,Sarawak,,,,
201/19 R (1000113193),Sarawak,"Kawasan Taman Millenium, Batu 12, Jln Kuching/Serian",Village,1,13/2/2019,13/5/2019,Sarawak,,,,
183/19 R (1000111537),Sarawak,"KM 12, KPG JUGAN, JLN BAU/LUNDU , BAU",Village,1,9/2/2019,9/5/2019,Sarawak,,,,
176/19 R (1000111536),Sarawak,"NO.71 KPG PAYA MEBI, JLN LANDEH, BATU 10, KOTA PADAWAN",Village,1,6/2/2019,9/5/2019,Sarawak,,,,
168/19 R (1000111535),Sarawak,"13-B, REGENT PARK, OFF WEE WEE GARDEN",Village,1,4/2/2019,9/5/2019,Sarawak,,,,
167/19 R (1000111534),Sarawak,"KAWASAN SALI CAFƒ, SI 16, LOT 3566, UNIJYA KOTA SAMARAHAN",Village,1,3/2/2019,9/5/2019,Sarawak,,,,
130/19 R (1000111532),Sarawak,"NO.34 TAMAN KAHUA, LRG 2A1, JALAN SEMABA",Village,1,28/1/2019,28/4/2019,Sarawak,,,,
119/19 R (1000111531),Sarawak,"LOT 5841, NO,719, JLN STUTONG BARU",Village,1,25/1/2019,28/4/2019,Sarawak,,,,
106/19 R (1000111529),Sarawak,Kawasan Jalan Bandar Jaya,Village,1,21/1/2019,21/4/2019,Sarawak,,,,
29/19 R (1000111526),Sarawak,"Kawasan Majlis Daerah Subis, Kainguong Nurseries, Kampung Satap, Bekenu",Village,1,3/1/2019,3/4/2019,Sarawak,,,,
26/19 R (1000111525),Sarawak,"Rumah Pekerja KTS Kemena, GT Playwood, Kemena",Village,1,3/1/2019,3/4/2019,Sarawak,,,,
25/19 R (1000111523),Sarawak,"Kawasan Sungai Plan Lot, Tanjung Kidurong",Village,1,3/1/2019,4/4/2019,Sarawak,,,,
02/19 (R) (1000110017),Sarawak,"No. 108B, Lorong 202, Jalan Stapok",Village,1,31/12/2018,4/4/2019,Sarawak,,,,
09/19 (R) (1000110016),Sarawak,"Kawasan Siburan, Batu 17, Jalan Kuching/Serian",Village,1,5/1/2019,4/4/2019,Sarawak,,,,
07/19 (R) (1000110015),Sarawak,"Taman Tematu Hill, Jalan Stephen Yong",Village,1,3/1/2019,4/4/2019,Sarawak,,,,
1695/18 (1000110018),Sarawak,Kawasan Simpang Similaju Industrial (SCORE) Jalan Coastal Bintulu/Mir,Village,1,21/11/2018,21/2/2019,Sarawak,,,,
Beg A5 A9 dan B1 (1000110013),Perak,Tupai Business Centre/Berhadapan 246 Lorong 16 Tmn Sri Kota dan Kg Boyan,Village,1,10/1/2019,10/4/2019,Sarawak,,,,
VRI-000074-2019 (1000110011),Perak,Taman Sri Kota Fasa 2,Village,1,31/12/2018,31/3/2019,Sarawak,,,,
1887/18 (1000109350),Sarawak,"No85, Lot 23, Batu 4 1/2, Jalan Stampin Tengah",Village,1,26/12/2018,26/3/2019,Sarawak,,,,
1878/18 (1000109349),Sarawak,"Kawasan District Office Pakan, 96510 Pakan",Village,1,19/12/2018,19/3/2019,Sarawak,,,,
1875/18 (1000109348),Sarawak,"No.32, Jalan Hua Tai No.2",Village,1,13/12/2018,13/3/2019,Sarawak,,,,
1872/18 (1000109347),Sarawak,"7562-1-11, Lorong 1-8, Bandar Baru Permyjaya",Village,1,19/12/2018,19/3/2019,Sarawak,,,,
1610/18 (1000108786),Sarawak,"No.718, Lrg. 11A, Jalan Stapok Selatan",Village,1,3/11/2018,3/2/2019,Sarawak,,,,
1636/18 (1000108867),Sarawak,"286, Lrg. J4C7, Tabuan Laru",Village,1,4/11/2018,4/2/2019,Sarawak,,,,
1826/18 (1000108808),Sarawak,"Kawasan Kampung Kuap, Batu 10, Jalan Kuching/Serian",Village,1,14/12/2018,14/3/2019,Sarawak,,,,
1859/18 (1000108806),Sarawak,"Lot 11162, Lorong 2, Taman Jelita / Tungku",Village,1,29/10/2018,29/1/2019,Sarawak,,,,
1806/18 (1000108587),Sarawak,"No.92, My Residence Jln Kung Phin",Village,1,11/12/2018,14/3/2019,Sarawak,,,,
1804/18 (1000108586),Sarawak,Kawasan Taman Dayu,Village,1,7/12/2018,14/3/2019,Sarawak,,,,
1814/18 (1000108585),Sarawak,"Lrg 1, Kpg Jangkar",Village,1,8/12/2018,14/3/2019,Sarawak,,,,
1805/18 (1000108584),Sarawak,Kpg Apar Singai,Village,1,9/12/2018,14/3/2019,Sarawak,,,,
1794/18 (1000108583),Sarawak,Kpg Bobak Sanjung,Village,1,5/12/2018,14/3/2019,Sarawak,,,,
1788/18 (1000108581),Sarawak,"No. 147, Tg. Durian",Village,1,5/12/2018,14/3/2019,Sarawak,,,,
1789/18 (1000108582),Sarawak,Kawasan Salcra Roban South,Village,1,6/12/2018,6/3/2019,Sarawak,,,,
1775/18 (1000108579),Sarawak,"Batu 35, Tarat, Jalan Kuching/Serian",Village,1,28/11/2018,28/2/2019,Sarawak,,,,
1548/18 (1000108578),Sarawak,"No.226, Lot 1445, Bandar Baru Siburan, Batu 18, Jalan Kuching / Serian",Village,1,25/10/2018,25/1/2019,Sarawak,,,,
1761/18 (1000108262),Sarawak,Kampung Kranji,Village,1,2/12/2018,2/3/2019,Sarawak,,,,
1762/18 (1000108263),Sarawak,"Kampung Monggag, Krokong,",Village,1,30/11/2018,2/3/2019,Sarawak,,,,
1763/18 (1000108264),Sarawak,Kpg. Stenggang Jalan Bau/Lundu,Village,1,28/11/2018,2/3/2019,Sarawak,,,,
